'CARDNUM'	'COL_V_COLLECTOR_LAST_NAME'	'COL_V_COLLECTOR_FIRST_NAME'
'65941458019'	'RSPYWVCR'	'J'
'55934870015'	'SATOOYWU'	'Thomas'
'65929766011'	'RUYAOYNZ'	'Robert'
'65926559013'	'SZVQPRNY'	'Jeremy'
'55919802017'	'SWXNTOWU'	'Geraldine'
'55919736017'	'TRRSBAQY'	'Andrew'
'55917435034'	'TUTZCATR'	'Andrew'
'65888177010'	'RYWVPVZX'	'David'
'65884166017'	'TOXBYVOU'	'Stanley'
'65881295017'	'SBXUTCZW'	'Catherine'
'55866548076'	'SSBBXAZR'	'Marjorie'
'65864660013'	'RARPBBOT'	'John'
'65864218036'	'RATPYCWQ'	'Karen'
'55848216016'	'TOBTQXOT'	'Gillian'
'55846540011'	'RSBXPASC'	'Roger'
'65836379031'	'SRBTWYCO'	'Melanie'
'55835338013'	'PXAOZASW'	'Roy'
'55831685037'	'QBNTWXYW'	'Marjorie'
'55831024039'	'QVPBSOOC'	'Annie'
'65828408053'	'RXBQPWZY'	'GERALD'
'55823954011'	'RTSTZZAR'	'Joanne'
'55822419016'	'SCQNQUUT'	'Ruth'
'55820871036'	'RSXZSPUO'	'Alyson'
'55820224012'	'QBQXORCR'	'Giles'
'55814040010'	'QUXZYXTP'	'Mathe'
'55813934031'	'QRBWVZUB'	'Frances'
'65807739015'	'RUXWRVTU'	'Sally'
'65805270013'	'RUANSBYN'	'Robert'
'65802730035'	'QSWAYQBS'	'John'
'65802020015'	'PANAYUXP'	'Sally'
'55797305018'	'QWUWQRRU'	'Kenneth'
'65794901040'	'TPZBCQPC'	'Suzanne'
'55792197030'	'SYCCNOTP'	'Jennifer'
'55790851018'	'RSOAVQPR'	'Lynn'
'65790029010'	'QWUWQRRU'	'Ralph'
'65790024011'	'PYYCWPUW'	'Andrew'
'55788934016'	'TUCACBQX'	'Lynne'
'65787358018'	'QWZWSOCY'	'Peter'
'55786704015'	'TOPZCXWA'	'Teresa'
'55784825010'	'SZTWNTTN'	'Deborah'
'55784600033'	'SCBZQPOS'	'Mike'
'55781060017'	'SPUAQNXP'	'Kate'
'55780937017'	'QWWCUNZO'	'Anthony'
'55779356013'	'QZVXAZAT'	'Janice'
'55769711011'	'PYZWXNRZ'	'Philip'
'55764592036'	'QTTPCQAC'	'Jean'
'55761993013'	'RNCVQUXX'	'Nigel'
'55759932015'	'SNNPXSSS'	'John Alan'
'55749838017'	'SATOOYWU'	'Noreen'
'55743381014'	'PAOYPZWS'	'George Albert'
'55743199010'	'PYTSBANN'	'Irene'
'55741784045'	'RRYZQQRS'	'Geraint'
'55734926017'	'TTCCAYNR'	'Farah'
'55719227035'	'TWNCYZSA'	'Marion'
'55718003015'	'RXWRQSYU'	'Christine'
'55717334015'	'QNABRPCB'	'Helen'
'66058059012'	'SZWPPPBV'	'Robert'
'56031621012'	'TRSXOXRA'	'Guy'
'66087117013'	'PYWWOOWR'	'Alison'
'50896260032'	'SUWYBPSN'	'Peter'
'52698735062'	'SYZARRPT'	'Alison'
'63880902014'	'QSVRTBTY'	'David'
'50974751019'	'RPZOUBCC'	'Shona'
'55737401018'	'RVNCQVWY'	'Yasmeen Ahmed'
'56234794012'	'PAZPRRYU'	'Ann'
'65650798019'	'SUOZCTYW'	'C'
'65650667057'	'SUZPWQUQ'	'June'
'65647696037'	'TRZZXQZS'	'Lucy'
'65645442038'	'TQYCCCUU'	'Lorraine'
'55042112029'	'SZPRBUOW'	'Jacqueline'
'55036315034'	'QRXOQCSR'	'Eric'
'55035553023'	'TTAYZBPR'	'David'
'54446224019'	'PYVWQQRP'	'Vanessa'
'54444183019'	'ROYQSNXZ'	'Lynne'
'54442111046'	'TPZYQWBZ'	'Lindsey'
'54440273012'	'TSROQRPY'	'Dorothy'
'63733475036'	'STAQRSVR'	'Raymond'
'63486715026'	'SPVPYAVZ'	'Margaret'
'63312168036'	'RRZACPUC'	'Nancie'
'51099368010'	'SRNWCZOX'	'Kevin'
'50353754048'	'TOPZCXWA'	'Catherine'
'55379911027'	'QVNSUBCX'	'Lars'
'52513967015'	'QWSTVUNA'	'Christopher'
'55706437035'	'PANAYUXP'	'Alexandra'
'52600627019'	'TTZUUTAS'	'Terry'
'50919869017'	'SACZNUYX'	'Nicholas'
'54164385018'	'RVAPBVNT'	'Simon'
'54039411056'	'TVRYSOUN'	'Tak Chun'
'55600679013'	'QPYWRPUR'	'Claire'
'54231560015'	'QTOYXUUO'	'Mostafa'
'50279994017'	'SONSVTWZ'	'Andrew'
'51681013032'	'RPSYNXXX'	'Dave'
'50067117045'	'SYNOSUXY'	'Sandra'
'50223007015'	'QOOQAOXA'	'Bruce'
'64036091025'	'SPVWSZOC'	'Wai Lun'
'54578706015'	'TOYTNUSQ'	'Elizabeth'
'57842663029'	'QVYUXTOU'	'Robert'
'63999930013'	'SPYPSSBT'	'Keith'
'51900925016'	'RNTUPTUB'	'Alan'
'54618562014'	'RSYYTZUA'	'Alun'
'63642862043'	'QVUXOZXP'	'Ilse'
'57011754013'	'QUXTWPVS'	'Brian'
'52853519012'	'SQPVCSOS'	'PETER'
'58405741038'	'QNZSBUWY'	'Kerry'
'51021117014'	'QCYWRZUW'	'Danny'
'54121262011'	'RNQAWRCC'	'Pam'
'51972791015'	'RUPRQYXT'	'Julie'
'63635454014'	'TTAVWVBB'	'Nicholas'
'55985600014'	'RNSBBUYV'	'Linda'
'56178739015'	'SYZCOXWT'	'Suzann'
'66058319036'	'SCBPCSVQ'	'Keith'
'66051563010'	'RBAQUSQB'	'Patricia'
'66050817037'	'TWYNXYZU'	'Krystyn'
'56049613019'	'RPCWXBUA'	'William'
'56049574013'	'RPTWYZXZ'	'Fiona'
'56048422057'	'PAYZBWUT'	'Onoufrios'
'56040082016'	'QZOVWZNV'	'Rosalind'
'56037451075'	'SNZZXUCB'	'Andrew'
'56021626013'	'RSPYWVCR'	'Deborah'
'56012905038'	'QVCQYVZN'	'Keith'
'66010899018'	'PCBWSVXS'	'Janet'
'66003070031'	'RUCVVPSP'	'Katherine'
'55999965015'	'SQBUAZPY'	'Rebecca'
'55999037013'	'TTTOWRBQ'	'Christina'
'65987184032'	'QSUVYXBP'	'Kim'
'55986777019'	'QVTZYOZX'	'Elizabeth'
'55976417014'	'PXQZPWTA'	'Stephen'
'55976409011'	'SUNSQYSQ'	'Karen'
'55970929014'	'RUYXZUTN'	'Joan'
'65966571019'	'TSNYBBTB'	'Mark'
'65959401018'	'QNWPCTUP'	'Barry'
'55956134019'	'QYTCUOSX'	'Julie'
'65949710015'	'TRCCCYNC'	'Wendy'
'55943299057'	'RBSTWZVQ'	'Suzanne'
'55936953017'	'RRWTRRSA'	'Janet'
'55932627011'	'SVVZCBAA'	'Paul'
'55931228050'	'SYSSPQUZ'	'Douglas'
'55925963019'	'PVXPVORV'	'Jo'
'65925650011'	'PVAUUSZP'	'Ian'
'65924416018'	'SZPYTYAN'	'Mark'
'55916502016'	'QNAWQQXW'	'Heather'
'55914158019'	'SVRRXYPQ'	'Gerald'
'55905892048'	'RVNSCOSS'	'Iain'
'55883589012'	'PYYAPANA'	'Elaine'
'55881368013'	'SQRNOBNV'	'Helen'
'55880933056'	'QRPBTUAU'	'Maria'
'65858433013'	'SNXQRXBU'	'Alan'
'55850805011'	'SWXWAWCB'	'Deirdre'
'55845491018'	'PXYRZCVS'	'Jonathan'
'55841976038'	'TQBSNROA'	'Dawn'
'55837680016'	'RPCWXBUA'	'Susan'
'55827558016'	'QABRNZVQ'	'Manjit'
'55825217011'	'RYQNSZVU'	'Richard'
'55824391015'	'QWONOQAZ'	'Rosalind'
'55823760012'	'QPTCBXBN'	'Maureen'
'55823608013'	'SONZYUPP'	'Deborah'
'55815765037'	'RQVBPPSZ'	'Graeme'
'55814870010'	'SSOCYPNO'	'Barry'
'55798862033'	'QPPYZBST'	'Thelma'
'65794261015'	'RYYYACVR'	'Simon'
'65783210015'	'QQZXAASN'	'Robin'
'55782983050'	'PZPNOARU'	'Donna'
'55780644019'	'RVAXWWOS'	'Lynn'
'55780011011'	'RYWVPVZX'	'Glenys'
'55779930015'	'RRNATZSZ'	'Karen'
'65779605061'	'SQVVRNRV'	'Michael'
'55776301012'	'PXVSBVRN'	'Stuart'
'55773609011'	'TSNBPCPV'	'Antonio'
'65763918033'	'TRYYQCAO'	'Christine'
'65755572012'	'RVPXQQXU'	'Heather'
'55743886012'	'PBZXYZZT'	'Jennifer'
'55742496011'	'STCVTOTO'	'Andrea'
'55741216014'	'RRZACPUC'	'Karen'
'65739744018'	'SXASRXWB'	'Stephen'
'55730154077'	'QNATYXZV'	'Marjorie'
'55722698016'	'TPASPBOZ'	'Mary'
'51456991016'	'SZTRVPAT'	'Janette'
'52937206032'	'PYUARWVR'	'Sue'
'54638866031'	'QZYVBAWV'	'David'
'63992437032'	'TWBNAZPA'	'Jane'
'51600586019'	'QZBRBYYU'	'Lynn'
'52698735047'	'SYZARRPT'	'Alison'
'55448586016'	'SQQXTRNT'	'Sue'
'65715109038'	'RAWZSOUV'	'Ann'
'57846113013'	'TWXRYNBP'	'Alan'
'55421655036'	'PBBZTCRW'	'Maurice'
'54355883045'	'TSBUBYNV'	'Michael'
'55307192047'	'TQWNRBBV'	'Graeme'
'58927630016'	'SABPSQPB'	'Violetta'
'65966068016'	'TTTPVUAA'	'Carol'
'55910306026'	'RAXBASZC'	'Lynne'
'55037352010'	'PZXOTVPN'	'Yvonne'
'54870502013'	'TQVSOZZP'	'David'
'54448907017'	'RXCTOCQR'	'Jean'
'54444168010'	'RVCWPBQZ'	'Janet'
'54440430026'	'QCRNOCTX'	'Irene'
'51879492014'	'TTSNPWQT'	'Ian'
'51856138010'	'TONOCVXU'	'David'
'51139139017'	'PXYYVWQY'	'Elaine'
'51097216013'	'RUANSBYN'	'Glynnis'
'51095059019'	'RXANURTT'	'Gail'
'51094396032'	'QZBRBYYU'	'Sarah'
'50351139010'	'RUYAOYNZ'	'Alison'
'50350872017'	'RSYYTZUA'	'Jean'
'56219617014'	'SWYZWYUV'	'Clive'
'58664014010'	'SQWSTPXS'	'Alpesh'
'51891762048'	'TQQVYYTN'	'David'
'64088810025'	'QQPQSCUU'	'Geraldine'
'58867639035'	'TUBRBTSQ'	'Sally'
'50271112014'	'TWUPXVVR'	'Mike'
'50655521012'	'TQACNPPQ'	'Colin'
'50481206176'	'RZOVUQVA'	'Peter'
'54499475013'	'PBQYRQZZ'	'Nathan'
'55761851039'	'QQNVWUCQ'	'Malcolm'
'64164250013'	'RVZZACWQ'	'Nigel'
'52880532012'	'SYSSPQUZ'	'Bernadette'
'64243960012'	'PZPRNUSW'	'Neil'
'58440363012'	'RTBRNAXQ'	'Brian'
'63631761016'	'QSUOPQCN'	'William'
'54232018013'	'QXZNTQWT'	'Blossom'
'55443315015'	'QORWYQVV'	'Denis'
'65977594018'	'RUANSBYN'	'Robert'
'54211976017'	'TRNCTWUO'	'Steven'
'54953806018'	'TRQBSAXT'	'Patricia'
'50196727037'	'RPCWXBUA'	'J'
'65867159013'	'SSPBBCAZ'	'Peter'
'50223044018'	'SQPVCSOS'	'Christine'
'57755709017'	'SRTOCXXS'	'Mandy'
'66050820015'	'SSWUTQRY'	'David'
'56049103011'	'RCZURCWC'	'Lorraine'
'56039324015'	'RRYATANR'	'Ian'
'56035888013'	'RCWOPZCC'	'Linda'
'56022888018'	'QYAQVTAR'	'Penelope'
'66015963017'	'PVCWCYUZ'	'John'
'55992485011'	'QYVQBVZR'	'David'
'65991703017'	'SPSRONUT'	'Patricia'
'65984499011'	'QQCZYXNV'	'Stacey'
'55977332014'	'QZBBOPYZ'	'Janet'
'65975733014'	'RUXVVUCO'	'Peter'
'55974386039'	'SQPVCSOS'	'Valerie'
'55972502033'	'SNYOPPRY'	'Elizabeth'
'55970778015'	'QRPBTUAU'	'Lorraine'
'65965432015'	'RUYAOYNZ'	'Graham'
'65953502019'	'RPAYNVNU'	'Michael'
'65946481016'	'QNYXBNVZ'	'Trevor'
'65946402012'	'QZABNBAW'	'J'
'55943289033'	'TTAZSYNP'	'Jacqueline'
'55933664039'	'QXPYOYVZ'	'Alexander'
'65928353019'	'PYQPNPOU'	'Kenneth'
'55919525014'	'QQWUOABZ'	'Corina'
'65911580016'	'RUYAOYNZ'	'P'
'65906118012'	'SPVPYAVZ'	'Susan'
'55904561016'	'RAWUUUXC'	'Graham'
'65894707016'	'TRSXOXRA'	'Karen'
'55882274012'	'TUPSXZNV'	'June'
'65879695012'	'SYZARRPT'	'Janet'
'55863753018'	'QVRWBNYU'	'Helen'
'65856336010'	'SQWSTPXS'	'Nimesh'
'65837438018'	'RPCTBNQC'	'John'
'55831016035'	'QSSSOSUU'	'Carolyn'
'55827762014'	'RQXSNWUN'	'David'
'55827067018'	'PYTONSPV'	'Ann'
'55823750013'	'RUCVVPSP'	'Alan'
'55821346012'	'QUYTAOAU'	'Diane'
'55817765019'	'RBSUANPV'	'Barrie'
'65802435015'	'RSAANZWT'	'Zara'
'55797661014'	'QBCZWPUS'	'Annie'
'55796533016'	'QNABRPCB'	'Denise'
'55794064014'	'RYUTWXSW'	'Steven'
'55784408015'	'QAUQUAYZ'	'Michele'
'55783711062'	'SVRRXYPQ'	'Margaret'
'55780112033'	'QANUQRZV'	'Linda'
'55778910042'	'QOXQOZXU'	'Christopher'
'65775139016'	'QSYRXSNN'	'Barry'
'55764080016'	'SXNZVPVT'	'Leigh'
'55756768016'	'SQPVCSOS'	'Keith'
'55756692018'	'QSTSZYUR'	'Tracy'
'55756662011'	'RWANYQBQ'	'Catherine'
'65746310019'	'SWSWVWNB'	'S'
'55743264012'	'RBCVAUSX'	'Karen'
'55741540033'	'TSNYBBTB'	'Jane'
'55740929039'	'QPOXYROT'	'Elaine'
'55730951035'	'QNRTNAZN'	'Peter'
'65719948019'	'SAUOZPPV'	'Beverley'
'54799683035'	'TVNOOXXT'	'Jane'
'51013789036'	'QTPAWNNV'	'Alison'
'66073937010'	'RVSPCUZV'	'Barry'
'66261187022'	'QXRPSNAC'	'Sadie'
'64317997015'	'PXTQTRQR'	'Stephen'
'57891556017'	'RCUXXQYS'	'Kim'
'58734578010'	'QPOYCZCZ'	'Sally'
'66188481029'	'TQQVNAQX'	'Rowland'
'55942686031'	'SVOPBVVC'	'Keith'
'55044281012'	'RXVWZCNB'	'David'
'55042658013'	'SPYUSYUB'	'Kerri'
'55037175023'	'PXYSZRCT'	'Suresh'
'55036931012'	'RASBRWXR'	'Alan'
'55036615045'	'TOBXVBTO'	'Andrew'
'55022999015'	'RWZXXUZU'	'Dawn'
'54883936026'	'RQQQYBWY'	'Marie'
'54448746019'	'SQWSTPXS'	'Gita'
'51853736014'	'TSZPYSCB'	'Roy'
'51096393037'	'PZPPZNRY'	'Joan'
'50666866067'	'RPCWXBUA'	'Jacqueline'
'50350771011'	'PBAXCCVU'	'Veronica'
'55056300015'	'QRCAPSNW'	'Ben'
'55465331015'	'TNYSWPNZ'	'Michael'
'54273893019'	'RUYAOYNZ'	'Hilary'
'56044846010'	'QQPQSCUU'	'Andrew'
'54535106010'	'QBOAUSPR'	'Philip'
'55862549029'	'RQVOPCQO'	'Edwin'
'54026794027'	'SPNQSWAW'	'Ameet'
'51504496018'	'PAZPRRYU'	'Hywel'
'58563086028'	'RPVVVPNU'	'Christopher'
'64339463012'	'QNWTSZQT'	'Ian'
'58957511011'	'QCXTOPRS'	'Ian'
'55764883039'	'SUUXVZSX'	'Patricia'
'65633016018'	'ROWAOVQA'	'Robert Alun'
'65846990041'	'RNCOVRYQ'	'Rex'
'58875473021'	'RNTRASUP'	'Anthony'
'50089883012'	'SSYVZYOV'	'Clair'
'51879778032'	'SAAWQBBT'	'Ann-Marie'
'58911357014'	'QSSZPYAP'	'Mark'
'51949496011'	'SCCYXZTT'	'Madeleine'
'50189477012'	'QTRSOSWU'	'Andrea'
'64218549014'	'STTVTORZ'	'Geoffrey'
'50823810016'	'RAATUAVY'	'Robert'
'51780388012'	'RRSRVPZU'	'Joanne'
'55327357018'	'SNRSWZZA'	'Michelle'
'52835792034'	'SWQNAQOU'	'Margaret'
'55482308012'	'RXWRQSYU'	'Vicky'
'57663047013'	'SZRTOUQQ'	'David'
'63998114015'	'QNSNXSPZ'	'Andrew'
'65321707019'	'SVAWYTTC'	'Gina'
'56085403036'	'RRXRSWCR'	'Adele'
'58911263014'	'STCYQBRP'	'Christopher'
'51087407010'	'STVORQXC'	'Kathleen'
'56048533036'	'QPCRATQP'	'Alicia'
'57749227035'	'PXYYVWQY'	'Melvyn'
'56060652011'	'QUUQSOPT'	'Charlotte'
'56050616059'	'RSNCBWBY'	'Dariush'
'66044428016'	'RUYAOYNZ'	'Ian'
'66038146012'	'STCYQBRP'	'Jan'
'66037139018'	'QQXZCYPX'	'Margaret'
'66035755013'	'SSTNXRNN'	'Hadfield'
'56033914019'	'PZBXUSPC'	'Linda'
'56028886016'	'TQQVYYTN'	'Lynda'
'66028304019'	'SVRRXYPQ'	'Lynn'
'56027582012'	'STCYQBRP'	'Allan'
'56026702017'	'TOVOAWXP'	'Gillian'
'56021906019'	'TOTCQWAY'	'Dawn'
'56020489017'	'RSXZSPUO'	'Raymond'
'56013786015'	'TUUPAXPB'	'Greg'
'66002241039'	'STTAARCR'	'Brian'
'55983683038'	'PYSVWYWZ'	'Wendy'
'55977163039'	'SPVPYAVZ'	'Karen'
'65970014014'	'SRWTXRYC'	'Stephen'
'65968610013'	'RVZCYOXX'	'Tracey'
'65968366012'	'PCCYOANV'	'Jeremy'
'65965848012'	'TVTONXVB'	'Pauline'
'55942595018'	'RNTTXOYT'	'Alastair'
'55940608011'	'PYTQNBQQ'	'Anita'
'65938107017'	'SPROZTXV'	'Robert'
'65937258035'	'TOAVVSAA'	'Linda'
'55930916010'	'SZWRCBXS'	'Susan'
'65930691042'	'RTXUVWYA'	'Andrew'
'55924080039'	'QRPBTUAU'	'Andrew'
'55923184030'	'SNOYQCOB'	'Ronald'
'55915697015'	'TTAVWVBB'	'Tim'
'65901405018'	'TUABPBCW'	'Shirley'
'55895878015'	'STBWUNCV'	'David'
'65882999013'	'SAAQUUTZ'	'Mark'
'55876957044'	'TRTAOBXW'	'Susan'
'65852459014'	'RTWOWXTA'	'Carol'
'55847678018'	'TTUXSBNY'	'Maureen'
'55836368019'	'PZVWCAVN'	'Geoffrey'
'55826834012'	'QQWUOABZ'	'Lesley'
'55826141012'	'QVCTANBT'	'Michael'
'65807486013'	'SYVYNUQV'	'Karlene'
'65805418018'	'QQWPYQXB'	'Robert'
'55799946017'	'RCSBXXVO'	'Barbara'
'55799668017'	'RUARBTWV'	'Graeme'
'55799240015'	'PXWZRYOP'	'Lynne'
'55798277018'	'SYVVSYQC'	'Guinevere'
'55791668015'	'RUYAOYNZ'	'Lynne'
'55789915014'	'RQSZBATO'	'Andrew'
'55786907014'	'TSCTZOZU'	'Glynn'
'55785647017'	'RARPBBOT'	'Gareth'
'55781101019'	'STXAWBSU'	'Lisa'
'55780013017'	'PXTQTRQR'	'Alison'
'55756106019'	'SZWWYZXP'	'Denise'
'55746951060'	'TNUZYVYQ'	'Frances'
'55743456048'	'SOPQRNTN'	'Brian'
'55741114011'	'STUXPAXV'	'Fiona'
'65723489018'	'QPCXUUNU'	'M'
